TYPE,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,MARINE,STATUS_YR,age,GOV_TYPE,GOV_CAT,MANG_AUTH,ISO3,pop,logpop,veg_diversity,veg_factor,AREA,logArea,mean_access,logAccess,temp,meanbirdpop,meanmampop,meansppop,Visitation_rate,logVis
Polygon,136148,136148,North Rona and Sula Sgeir,North Rona and Sula Sgeir,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1960,60,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,0,0,1,Water bodies,1.378597623,0.139437525,475,2.67669361,8.53333346,109,0,109,#N/A,0
Polygon,139930,139930,North Rothiemurchus Pinewood,North Rothiemurchus Pinewood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1988,32,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,8554.50733,3.932195003,4,Mosaic,15.06499538,1.177969003,87.42424242,1.941631878,6.937626275,596,0,596,#N/A,0
Polygon,138906,138906,North Wirral Foreshore,North Wirral Foreshore,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,667332.4726,5.824342258,4,Water bodies,19.59669763,1.292182892,1.339615892,0.126980291,9.992299749,0,0,0,#N/A,0
Polygon,170020,170020,North York Moors,North York Moors,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1998,22,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,351947.1577,5.546477462,7,Mosaic,440.2686639,2.643717776,29.22376009,1.465736094,7.742416374,586,79,665,#N/A,0
Polygon,4859,4859,North Yorkshire & Cleveland,North Yorkshire & Cleveland,Heritage Coast,Heritage Coast,National,0,1981,39,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales",GBR,198987.5996,5.298826013,12,Water bodies,138.0291326,2.139970759,24.96694215,1.397365355,8.804800026,433.6666667,72.66666667,506.3333334,#N/A,0
Polygon,137822,137822,Northam Burrows,Northam Burrows,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1988,32,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,59623.20639,4.775415328,7,Grassland,4.21409534,0.624704357,44,1.643452676,10.69305547,502,0,502,#N/A,0
Polygon,136826,136826,Northaw Great Wood,Northaw Great Wood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,725123.3538,5.860411893,5,Mosaic,2.240526825,0.350350148,0.75,-0.124938737,9.583333254,504,86,590,#N/A,0
Polygon,194257,194257,Northaw Great Wood Country Park,Northaw Great Wood Country Park,Local Nature Reserve,Local Nature Reserve,National,0,2001,19,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,650073.3369,5.812962354,4,Mosaic,1.205794818,0.081273413,0.5,-0.301029996,9.583333492,504,86,590,#N/A,0
Polygon,135858,135858,"Northern Corries, Cairngorms","Northern Corries, Cairngorms",Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,7641.741628,3.88319235,4,Mosaic,19.62402428,1.292788073,107.0697674,2.029666859,4.903875989,420.5,0,420.5,#N/A,0
Polygon,555581468,555581468,Northey Island,Northey Island,Nature Reserve,Nature Reserve,National,1,1978,42,Non-profit organisations,C,National Trust,GBR,137983.6352,5.139827582,5,Mosaic,1.388412558,0.142518533,12.31837481,1.090553414,10.19722207,510.5,0,510.5,#N/A,0
Polygon,136645,136645,Northpark Copse To Snapelands Copse,Northpark Copse To Snapelands Copse,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,65068.67177,4.813371942,3,Grassland,1.013363116,0.005765093,16.66666667,1.22184875,9.900000254,502,0,502,#N/A,0
Polygon,136063,136063,Northton Bay,Northton Bay,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,742.9751764,2.870974304,5,Mosaic,4.497506919,0.65297184,324.2222222,2.510842778,8.762037065,305,0,305,#N/A,0
Polygon,141073,141073,Northumberland Shore,Northumberland Shore,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1992,28,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,732172.0729,5.86461316,8,Water bodies,18.85004609,1.275312416,15.92307692,1.202026993,8.930000114,0,0,0,#N/A,0
Polygon,135805,135805,Northwall,Northwall,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1973,47,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,552.0201753,2.741954951,7,Water bodies,2.407765962,0.381614271,335.8,2.526080692,8.133333206,296,0,296,#N/A,0
Polygon,93206,93206,Nutborne Marshes,Nutborne Marshes,Local Nature Reserve,Local Nature Reserve,National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,131529.3595,5.119022705,4,Water bodies,3.865758705,0.587234743,5.666666667,0.753327667,10.48055553,581,45,626,#N/A,0
Polygon,555581470,555581470,Nymans Estate,Nymans Estate,Nature Reserve,Nature Reserve,National,0,1954,66,Non-profit organisations,C,National Trust,GBR,228596.0895,5.359068797,5,Mosaic,1.180954788,0.072233271,3,0.477121255,9.837499857,437,102,539,#N/A,0
Polygon,136186,136186,Ob Lusa to Ardnish,Ob Lusa to Ardnish,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,3755.81713,3.574704438,6,Water bodies,1.282587774,0.108087096,163.3333333,2.213074825,9.016666412,447,0,447,#N/A,0
Polygon,341217,341217,Ockham and Wisley,Ockham and Wisley,Local Nature Reserve,Local Nature Reserve,National,0,2005,15,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,409588.4413,5.612347692,6,Forest,3.322204639,0.52142638,1.142857143,0.057991947,10.34761892,528,0,528,#N/A,0
Polygon,136986,136986,Ockham and Wisley Commons,Ockham and Wisley Commons,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,386803.4413,5.587490329,5,Forest,2.656955064,0.424384209,1,0,10.35499992,528,0,528,#N/A,0
Polygon,138236,138236,Odiham Common With Bagwell Green and Shaw,Odiham Common With Bagwell Green and Shaw,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1992,28,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,109844.1213,5.040776819,4,Mosaic,1.336565477,0.125990239,5,0.698970004,10.07500029,508.5,75,583.5,#N/A,0
Polygon,139614,139614,Ogof Ffynnon Ddu-Pant Mawr,Ogof Ffynnon Ddu-Pant Mawr,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,30365.81717,4.482384973,4,Mosaic,11.19695195,1.049099815,22,1.342422681,7.902777804,467,0,467,#N/A,0
Polygon,555581092,555581092,Old Hall Marshes,Old Hall Marshes,Nature Reserve,Nature Reserve,National,1,1984,36,Joint governance,B,"RSPB, Natural England, Other ",GBR,139862.1575,5.145700223,9,Mosaic,4.892246351,0.689508318,12.28571429,1.089400411,9.988888952,595,91,686,#N/A,0
Polygon,92963,92963,"Old Lodge, Nutley","Old Lodge, Nutley",Local Nature Reserve,Local Nature Reserve,National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,87177.57308,4.940404775,2,Mosaic,1.030214014,0.012927453,10.5,1.021189299,9.550000191,497,0,497,#N/A,0
Polygon,136420,136420,Oldbury and Seal Chart,Oldbury and Seal Chart,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,171894.101,5.235260973,3,Mosaic,2.120829417,0.326505739,7,0.84509804,9.436111132,511,0,511,#N/A,0
Polygon,135051,135051,Oliclett,Oliclett,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,5680.242978,3.754366913,3,Mosaic,7.523549219,0.876422766,203,2.307496038,7.580729216,436,27,463,#N/A,0
Polygon,387448,387448,Onich to North Ballachulish Woods and Shore,Onich to North Ballachulish Woods and Shore,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2008,12,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,8041.417093,3.905332589,6,Mosaic,6.250967714,0.795947256,78.66666667,1.895790748,8.014062494,496,49,545,#N/A,0
Polygon,555580966,555580966,Onziebust,Onziebust,Nature Reserve,Nature Reserve,National,1,1996,24,Joint governance,B,"RSPB, Scottish Natural Heritage",GBR,4586.616278,3.661492408,4,Grassland,2.899120785,0.46226631,298.1666667,2.47445909,7.992708385,418,0,418,#N/A,0
Polygon,555581472,555581472,Orford Ness,Orford Ness,Nature Reserve,Nature Reserve,National,0,1993,27,Non-profit organisations,C,National Trust,GBR,24952.11097,4.397107293,9,Mosaic,7.750219974,0.889314029,19.88888889,1.298610522,10.21715675,638.6666667,0,638.6666667,#N/A,0
Polygon,10997,10997,Orfordness-havergate,Orfordness-havergate,National Nature Reserve,National Nature Reserve,National,0,1954,66,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,25080.91361,4.399343352,8,Mosaic,9.016858015,0.955055231,19.6,1.292256071,10.20087709,638.6666667,0,638.6666667,#N/A,0
Polygon,138526,138526,Orlestone Forest,Orlestone Forest,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1989,31,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,95559.38371,4.98027334,7,Mosaic,3.470226769,0.540357856,6.428571429,0.808114474,10.06071418,446.5,0,446.5,#N/A,0
Polygon,555581066,555581066,Oronsay,Oronsay,Nature Reserve,Nature Reserve,National,1,1997,23,Joint governance,B,"RSPB, Scottish Natural Heritage, Landowner(s)",GBR,200.8619856,2.302897752,6,Mosaic,6.152120535,0.789024836,195.8571429,2.291939415,9.555833149,405,0,405,#N/A,0
Polygon,341281,341281,Oronsay and South Colonsay,Oronsay and South Colonsay,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1971,49,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,200.8619856,2.302897752,7,Mosaic,21.70669334,1.336593671,197.5555556,2.295689247,9.516911619,464.6666667,0,464.6666667,#N/A,0
Polygon,135870,135870,Orphir and Stenness Hills,Orphir and Stenness Hills,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1973,47,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,7157.349489,3.854752224,3,Mosaic,8.864971987,0.947677368,287.5789474,2.45875709,7.484649156,463.75,0,463.75,#N/A,0
Polygon,193737,193737,Orton Pit,Orton Pit,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2004,16,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,203846.1053,5.309302418,7,Mosaic,1.455787471,0.163097977,0.333333333,-0.477121255,9.769444148,598,0,598,#N/A,0
Polygon,138042,138042,Orwell Estuary,Orwell Estuary,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1987,33,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,287485.5794,5.458616065,9,Water bodies,13.32747278,1.124747804,7.285714286,0.862472136,10.01458311,559.5,0,559.5,#N/A,0
Polygon,136460,136460,Otford To Shoreham Downs,Otford To Shoreham Downs,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1991,29,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,301681.7096,5.479548981,6,Mosaic,1.449184763,0.161123759,5.2,0.716003344,9.600000191,511,76,587,#N/A,0
Polygon,170028,170028,Otterburn Mires,Otterburn Mires,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2000,20,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,3126.565018,3.495067464,3,Mosaic,2.931049293,0.467023122,49.83333333,1.697519938,7.223611196,534.5,0,534.5,#N/A,0
Polygon,170029,170029,Otterswick,Otterswick,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2000,20,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,2028.34342,3.307141488,7,Mosaic,13.84606814,1.141326465,744.2352941,2.871710262,7.345098061,273.25,0,273.25,#N/A,0
Polygon,555580967,555580967,Ouse Fen,Ouse Fen,Nature Reserve,Nature Reserve,National,0,2002,18,Joint governance,B,"RSPB, Other",GBR,88628.56066,4.947573696,5,Mosaic,1.194791371,0.077292077,14.33333333,1.156347201,9.922222455,540.5,0,540.5,#N/A,0
Polygon,137040,137040,Owston Woods,Owston Woods,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,49023.21297,4.690401771,3,Grassland,1.393929323,0.144240754,19.33333333,1.286306739,9.011111259,415,71,486,#N/A,0
Polygon,138365,138365,Ox Close,Ox Close,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,6010.432896,3.778905753,2,Grassland,1.418244903,0.151751231,29.66666667,1.472268752,7.83611091,486,62,548,#N/A,0
Polygon,193977,193977,Oxhey Woods,Oxhey Woods,Local Nature Reserve,Local Nature Reserve,National,0,1997,23,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,931160.8715,5.969024718,2,Urban areas,1.000984486,0.000427347,0,0,10.0666666,545,56,601,#N/A,0
Polygon,93004,93004,Oxleas Wood,Oxleas Wood,Local Nature Reserve,Local Nature Reserve,National,0,1992,28,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,1869374.001,6.271696198,3,Urban areas,1.194474767,0.07717698,0,0,10.58713047,439,45,484,#N/A,0
Polygon,139617,139617,Oxwich Bay,Oxwich Bay,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1958,62,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,66538.00389,4.823069768,8,Mosaic,4.062553751,0.60879912,10.66666667,1.028028724,10.3819445,517.6666667,0,517.6666667,#N/A,0
Polygon,170032,170032,Pabbay,Pabbay,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1997,23,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,427.1196533,2.630549555,6,Grassland,5.508256038,0.741014119,357.3,2.553033016,8.666666667,0,0,0,#N/A,0
Polygon,93207,93207,Pagham Harbour,Pagham Harbour,Local Nature Reserve,Local Nature Reserve,National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,138969.7718,5.142920344,9,Water bodies,5.986692595,0.777186959,6.666666667,0.823908741,10.37651513,457.75,0,457.75,#N/A,0
Polygon,328961,328961,Pakefield To Easton Bavents,Pakefield To Easton Bavents,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2005,15,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,109247.1296,5.038410035,10,Mosaic,7.336001331,0.865459401,9.8,0.991226076,9.824019656,521.3333333,0,521.3333333,#N/A,0
Polygon,93042,93042,Pamber Forest,Pamber Forest,Local Nature Reserve,Local Nature Reserve,National,0,1981,39,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland, Local Authorities",GBR,178808.3837,5.252387877,3,Mosaic,1.899784799,0.278704408,4.75,0.67669361,10.03958344,510,90,600,#N/A,0
Polygon,138221,138221,Pamber Forest and Silchester Common,Pamber Forest and Silchester Common,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1994,26,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,194837.4551,5.289672448,4,Mosaic,3.414388066,0.53331288,5.428571429,0.734685557,10.01428577,510,90,600,#N/A,0
Polygon,135881,135881,Papa Stour,Papa Stour,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1961,59,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,450.7692539,2.653954286,6,Mosaic,6.27431504,0.797566321,721.7142857,2.858365302,8.12685193,297.5,0,297.5,#N/A,0
Polygon,136132,136132,Parallel Roads of Lochaber,Parallel Roads of Lochaber,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,8578.236382,3.933398009,5,Mosaic,144.5301295,2.159958392,113.8857143,2.05646925,6.879312178,383.5,32.5,416,#N/A,0
Polygon,136685,136685,Parham Park,Parham Park,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,137919.0303,5.139624195,5,Mosaic,2.630427309,0.420026305,7.833333333,0.893946608,10.2430555,628,119,747,#N/A,0
Polygon,136649,136649,Parkhurst Forest,Parkhurst Forest,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,80977.09861,4.908362212,4,Mosaic,1.824525412,0.261149917,28,1.447158031,10.34722265,611,0,611,#N/A,0
Polygon,136223,136223,Parley Common,Parley Common,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,391852.8979,5.593123063,5,Mosaic,1.638336728,0.214403167,2.666666667,0.425968732,10.40555509,569,0,569,#N/A,0
Polygon,136674,136674,Pen Y Ghent Gill,Pen Y Ghent Gill,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,8559.806129,3.932463928,4,Mosaic,2.176245122,0.337707811,40.5,1.607455023,7.166666698,511,0,511,#N/A,0
Polygon,139392,139392,Pen y Gogarth/Great Orme's Head,Pen y Gogarth/Great Orme's Head,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1957,63,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,67386.42073,4.828572389,6,Grassland,3.29829356,0.518289307,45,1.653212514,9.536111355,427,0,427,#N/A,0
Polygon,139642,139642,Pencarreg-gopa a Moel Hyrddod,Pencarreg-gopa a Moel Hyrddod,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2003,17,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,9787.97039,3.990692647,3,Grassland,1.992509264,0.299400349,64.66666667,1.810680475,8.144444148,617,0,617,#N/A,0
Polygon,139650,139650,Pencreigiau'r Llan,Pencreigiau'r Llan,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1988,32,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,8086.08118,3.907738097,4,Mosaic,2.332621662,0.367844304,75.75,1.879382637,7.627083302,454,0,454,#N/A,0
Polygon,140296,140296,Penhale Dunes,Penhale Dunes,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,62196.19437,4.793763812,7,Cropland,6.251706051,0.79599855,51.58333333,1.712509403,10.89230772,337,60.5,397.5,#N/A,0
Polygon,139656,139656,Penrhynoedd Llangadwaladr,Penrhynoedd Llangadwaladr,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1957,63,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,14870.40863,4.172322903,5,Mosaic,1.764595216,0.246645097,79,1.897627091,10.1624999,0,0,0,#N/A,0
Polygon,555581571,555581571,Penrose,Penrose,Nature Reserve,Nature Reserve,National,0,1956,64,Non-profit organisations,C,National Trust,GBR,102830.1959,5.012120663,5,Mosaic,3.246994071,0.511481496,68.28571429,1.834329857,11.04375005,411,0,411,#N/A,0
Polygon,555581484,555581484,Pentire Head to Port Quin,Pentire Head to Port Quin,Nature Reserve,Nature Reserve,National,1,1936,84,Non-profit organisations,C,National Trust,GBR,20527.41077,4.312334173,4,Grassland,1.53928245,0.187318318,44.27823735,1.646190324,10.7942698,378.5,0,378.5,#N/A,0
Polygon,140310,140310,Pentire Peninsula,Pentire Peninsula,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,17597.27647,4.245445457,4,Water bodies,1.089145935,0.037086075,46.79387728,1.670189032,10.84916019,346,21,367,#N/A,0
Polygon,20584,20584,Pentire Point-Widemouth,Pentire Point-Widemouth,Heritage Coast,Heritage Coast,National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales",GBR,57789.6666,4.761850189,10,Grassland,180.2836462,2.255956333,37.46428571,1.573617457,10.2288945,411,0,411,#N/A,0
Polygon,4882,4882,Penwith,Penwith,Heritage Coast,Heritage Coast,National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales",GBR,65913.68476,4.818975591,8,Grassland,240.3175793,2.380785541,77.26027397,1.887956244,10.75239765,310,64,374,#N/A,0
Polygon,138405,138405,Pen-Y-Ghent,Pen-Y-Ghent,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,10916.10604,4.038067746,3,Mosaic,14.91894604,1.173738143,33.9,1.530199698,6.924444485,523,0,523,#N/A,0
Polygon,555581488,555581488,Petworth House and Park,Petworth House and Park,Nature Reserve,Nature Reserve,National,0,1947,73,Non-profit organisations,C,National Trust,GBR,35617.90055,4.551668317,5,Mosaic,2.941709699,0.468599812,12.6,1.100370545,10.13166656,491,87,578,#N/A,0
Polygon,137288,137288,Pillar and Ennerdale Fells,Pillar and Ennerdale Fells,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1992,28,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,19563.1574,4.291438949,6,Mosaic,14.96525039,1.175083988,48.08571429,1.682016072,7.079656853,499,0,499,#N/A,0
Polygon,139858,139858,Pinbain Burn to Cairn Hill,Pinbain Burn to Cairn Hill,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1991,29,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,9530.46439,3.979114063,4,Grassland,5.204594895,0.716386931,50.54545455,1.703682106,8.543181766,429,0,429,#N/A,0
Polygon,136081,136081,Pitmaduthy Moss,Pitmaduthy Moss,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,14369.96618,4.157455746,4,Mosaic,1.210973923,0.083134791,126.6666667,2.102662342,8.244444529,550,55,605,#N/A,0
Polygon,138871,138871,Pitsford Reservoir,Pitsford Reservoir,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,285842.7606,5.456127198,6,Water bodies,4.126196801,0.615549938,6.857142857,0.836143197,9.477083564,539.5,57,596.5,#N/A,0
Polygon,555581491,555581491,Plas Yn Rhiw,Plas Yn Rhiw,Nature Reserve,Nature Reserve,National,0,1950,70,Non-profit organisations,C,National Trust,GBR,8443.831899,3.926539579,5,Mosaic,2.795214485,0.446415138,84.33333333,1.925999266,9.833333206,469,49,518,#N/A,0
Polygon,137804,137804,Plashett Park Wood,Plashett Park Wood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1985,35,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,73546.08255,4.866559545,5,Mosaic,1.574251703,0.197074172,10,1,10.2750001,501,0,501,#N/A,0
Polygon,555560505,555560505,Plumstone Mountain,Plumstone Mountain,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2013,7,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,29936.26297,4.476197585,4,Mosaic,1.445177066,0.159921061,56.66666667,1.753327667,10.10000006,396.5,0,396.5,#N/A,0
Polygon,555581493,555581493,Polesden Lacey,Polesden Lacey,Nature Reserve,Nature Reserve,National,0,1944,76,Non-profit organisations,C,National Trust,GBR,226960.3971,5.355950083,5,Mosaic,3.206643297,0.506050652,7.333333333,0.865301426,9.697222392,497.75,0,497.75,#N/A,0
Polygon,135472,135472,Pollochro Woods,Pollochro Woods,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1989,31,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1462.091665,3.164974601,3,Mosaic,2.922189646,0.465708398,30.2,1.480006943,7.981666565,462.5,0,462.5,#N/A,0
Polygon,170050,170050,Polruan To Polperro,Polruan To Polperro,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1998,22,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,35212.51563,4.546697053,5,Mosaic,2.135798558,0.329560289,28.89496528,1.460822177,10.64166689,0,0,0,#N/A,0
Polygon,136303,136303,Poole Harbour,Poole Harbour,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,387391.1157,5.588149657,11,Water bodies,22.7289692,1.35657974,7.35,0.866287339,10.72466686,560,100,660,#N/A,0
